Date,Region,Customer_ID,Complaint_Category,Sentiment_Score,Response_Time_Hours,Resolution_Satisfaction,Support_Channel
2025-02-03,Northeast,C593242,refund_status,0.10403056599006599,2.4,3,chat
2025-02-03,Northeast,C488782,delivery_delay,-0.14641052778511954,18.6,5,phone
2025-02-03,Midwest,C967436,defective_item,-0.2756248941210083,9.3,3,chat
2025-02-03,Midwest,C752390,refund_status,-0.6294767164696005,4.5,4,twitter
2025-02-03,South,C775193,delivery_delay,0.45848800552873203,9.1,3,twitter
2025-02-03,South,C716555,other,0.26415254498228125,13.0,4,twitter
2025-02-03,South,C516410,delivery_delay,0.30050639294411957,8.8,4,phone
2025-02-03,South,C819970,delivery_delay,0.5153345890634335,2.5,4,twitter
2025-02-03,South,C520790,delivery_delay,-0.08745260802425361,16.4,4,twitter
2025-02-03,South,C453147,delivery_delay,0.21560539410306423,8.0,5,phone
2025-02-03,West,C855393,delivery_delay,0.0469581146830791,11.4,4,email
2025-02-03,West,C815661,size_issue,-0.14732921933661816,1.9,3,chat
2025-02-03,West,C650384,refund_status,0.45641526205590993,10.9,4,phone
2025-02-03,West,C570691,delivery_delay,-0.17968716026872728,3.1,2,phone
2025-02-04,Northeast,C341073,delivery_delay,0.05478916594060684,9.6,2,twitter
2025-02-04,Northeast,C560033,delivery_delay,-0.13419574427584124,14.3,4,email
2025-02-04,Northeast,C845797,delivery_delay,0.12173830961374321,8.9,3,email
2025-02-04,Northeast,C797917,refund_status,0.02681945010373102,18.5,5,chat
2025-02-04,Northeast,C675441,delivery_delay,0.3910196958187996,4.8,3,email
2025-02-04,Northeast,C772003,size_issue,0.44603983865025465,13.1,4,phone
2025-02-04,Northeast,C528552,delivery_delay,0.2895901699601826,7.3,4,chat
2025-02-04,Northeast,C572316,delivery_delay,0.5284042161695452,10.1,4,twitter
2025-02-04,Northeast,C561406,size_issue,0.26562096374172983,4.1,4,email
2025-02-04,Midwest,C730461,delivery_delay,0.17514466768435044,11.7,2,phone
2025-02-04,Midwest,C944628,defective_item,-0.1361920003482425,7.2,3,chat
2025-02-04,Midwest,C352412,delivery_delay,0.2238366880710559,14.6,2,twitter
2025-02-04,Midwest,C718287,defective_item,-0.18094252794077612,12.7,2,email
2025-02-04,South,C827884,delivery_delay,-0.27117052791467533,10.3,3,phone
2025-02-04,South,C885197,delivery_delay,0.46777942205436895,8.2,5,twitter
2025-02-04,South,C656032,delivery_delay,0.3846843455363169,2.8,4,twitter
2025-02-04,South,C633072,delivery_delay,-0.10726464801444921,8.1,4,email
2025-02-04,South,C571273,delivery_delay,0.9664906299501963,10.4,3,phone
2025-02-04,South,C526973,delivery_delay,0.6409234548271384,19.3,3,email
2025-02-04,South,C248747,delivery_delay,0.21302750401910325,11.5,1,phone
2025-02-04,South,C995067,delivery_delay,-0.41249571058206624,7.6,4,twitter
2025-02-04,West,C215814,delivery_delay,0.26391822941227916,14.3,3,chat
2025-02-04,West,C180907,size_issue,0.7097272500618126,12.7,2,email
2025-02-04,West,C604832,defective_item,0.14098383869194014,9.7,5,chat
2025-02-04,West,C315429,delivery_delay,0.3339535532320003,8.4,4,chat
2025-02-04,West,C544715,other,0.33207695898913536,4.0,4,chat
2025-02-04,West,C610467,defective_item,0.6510803297493444,13.9,3,chat
2025-02-04,West,C944744,delivery_delay,0.7950139758669226,9.7,5,email
2025-02-05,Northeast,C202876,defective_item,0.2147880445866186,12.8,3,twitter
2025-02-05,Northeast,C198539,other,-0.45733345183263,12.6,4,phone
2025-02-05,Northeast,C482177,defective_item,-0.49132988116805393,6.3,5,phone
2025-02-05,Northeast,C451816,defective_item,0.09232579582964626,3.9,4,chat
2025-02-05,Northeast,C484345,refund_status,0.3241144443350694,12.7,4,chat
2025-02-05,Midwest,C136383,defective_item,0.6427585359353992,11.3,3,phone
2025-02-05,Midwest,C297670,other,-0.10590100710734596,21.6,3,twitter
2025-02-05,Midwest,C905857,defective_item,-0.672985191823003,15.6,3,chat
2025-02-05,Midwest,C728924,refund_status,0.23778344880545632,5.0,3,phone
2025-02-05,South,C813964,size_issue,-0.33625143790532697,6.9,3,twitter
2025-02-05,South,C276201,refund_status,0.41520606912573876,9.2,3,email
2025-02-05,South,C607178,other,0.37291917115248896,8.1,2,twitter
2025-02-05,South,C179387,refund_status,0.22096015780210285,12.4,3,chat
2025-02-05,South,C750802,other,0.05093669964597315,7.6,2,twitter
2025-02-05,South,C796637,delivery_delay,-0.0444128471985582,10.8,2,phone
2025-02-05,West,C851788,size_issue,-0.47273720730692,12.6,3,chat
2025-02-05,West,C194951,other,0.35072259850418164,8.8,2,twitter
2025-02-05,West,C319490,defective_item,0.3626800484055589,8.2,3,phone
2025-02-05,West,C171777,delivery_delay,0.3984054089793112,15.7,4,email
2025-02-05,West,C798983,defective_item,0.2739159619475104,10.8,4,email
2025-02-05,West,C587466,refund_status,0.04971714279315696,8.7,3,chat
2025-02-05,West,C521709,delivery_delay,-0.5605988746920743,12.0,2,phone
2025-02-06,Northeast,C695572,delivery_delay,0.7645688556624557,12.4,3,chat
2025-02-06,Northeast,C571959,delivery_delay,0.19399209621743288,0.5,4,email
2025-02-06,Northeast,C423165,delivery_delay,0.06288402496180456,11.1,3,phone
2025-02-06,Northeast,C113593,delivery_delay,0.22327394139669357,18.3,4,phone
2025-02-06,Northeast,C742874,defective_item,0.6809530279759599,6.8,4,phone
2025-02-06,Northeast,C880296,delivery_delay,0.5395135223106493,10.7,4,email
2025-02-06,Northeast,C826573,refund_status,0.047450150257936474,12.9,3,email
2025-02-06,Northeast,C394265,refund_status,-0.3415332704804886,7.2,3,chat
2025-02-06,Midwest,C331476,defective_item,0.2789080581305421,0.5,3,phone
2025-02-06,Midwest,C181079,delivery_delay,-0.41630195289150607,10.9,4,email
2025-02-06,Midwest,C787256,size_issue,0.9879296156007209,9.3,3,email
2025-02-06,Midwest,C253778,delivery_delay,0.10407078129564154,16.1,4,chat
2025-02-06,Midwest,C590471,defective_item,-0.12604887020012895,15.0,4,twitter
2025-02-06,Midwest,C118520,defective_item,0.5682720466234421,8.3,4,email
2025-02-06,South,C717519,delivery_delay,0.35189310162017656,15.4,4,email
2025-02-06,South,C216068,size_issue,0.40076228208840514,18.6,3,phone
2025-02-06,South,C821408,delivery_delay,0.4028813946213289,19.9,4,chat
2025-02-06,South,C813125,delivery_delay,0.24303947134445258,12.8,4,phone
2025-02-06,South,C485265,other,-0.1147302001777051,13.1,4,chat
2025-02-06,South,C176301,defective_item,-0.005270765629771024,7.7,4,email
2025-02-06,South,C794423,defective_item,0.5469403620405933,15.8,4,chat
2025-02-06,South,C836632,delivery_delay,0.3715615037205606,12.3,3,email
2025-02-06,South,C526824,defective_item,0.03500341409626298,4.5,4,twitter
2025-02-06,South,C882165,size_issue,0.2473415661582574,14.3,3,phone
2025-02-06,West,C664701,size_issue,-0.5139726927948635,18.1,2,email
2025-02-06,West,C615030,delivery_delay,0.004980732488020695,18.5,5,chat
2025-02-06,West,C445031,size_issue,0.3831564660667637,6.7,4,chat
2025-02-06,West,C479205,size_issue,-0.28012033345500353,22.0,3,email
2025-02-06,West,C386463,size_issue,0.21601252525430414,9.2,3,email
2025-02-06,West,C727883,size_issue,-0.09134830482172723,11.9,5,email
2025-02-07,Northeast,C593325,size_issue,0.20822794362542066,3.6,4,twitter
2025-02-07,Northeast,C645042,refund_status,0.809432372910454,11.9,5,twitter
2025-02-07,Northeast,C888898,delivery_delay,0.07286299820314712,8.3,5,chat
2025-02-07,Northeast,C813583,size_issue,0.11563829262657595,9.5,4,phone
2025-02-07,Northeast,C388588,delivery_delay,0.3687248229169908,12.2,3,chat
2025-02-07,Northeast,C310977,refund_status,0.5622859693096965,5.2,4,email
2025-02-07,Northeast,C869161,other,-0.12746527253415826,1.4,5,chat
2025-02-07,Northeast,C707127,size_issue,0.9784152250461644,9.8,4,twitter
2025-02-07,Northeast,C840119,delivery_delay,0.41985029880703223,11.9,4,email
2025-02-07,Midwest,C503220,size_issue,-0.0397822905862847,9.0,3,phone
2025-02-07,Midwest,C712032,defective_item,-0.29030953825703026,9.9,3,chat
2025-02-07,Midwest,C151856,delivery_delay,-0.63892033747233,6.4,3,phone
2025-02-07,Midwest,C973217,defective_item,-0.042349098168678274,21.8,3,twitter
2025-02-07,Midwest,C938916,delivery_delay,-0.22421009731271607,10.2,3,email
2025-02-07,Midwest,C570167,delivery_delay,0.021327814731455064,9.4,3,email
2025-02-07,Midwest,C684311,delivery_delay,0.17347130989141332,16.7,1,chat
2025-02-07,Midwest,C261027,delivery_delay,0.6970205015463826,11.2,2,chat
2025-02-07,Midwest,C446914,other,-0.620614954695635,8.0,4,phone
2025-02-07,Midwest,C544003,defective_item,-0.36003508381566135,23.7,2,email
2025-02-07,South,C691222,defective_item,0.4001562865021879,14.8,4,email
2025-02-07,South,C392042,size_issue,-0.41634425778205664,15.3,5,chat
2025-02-07,South,C743623,defective_item,0.3499647545560407,18.2,4,twitter
2025-02-07,South,C881795,refund_status,-0.28054816178369424,7.4,4,twitter
2025-02-07,South,C997795,size_issue,0.5071838730275826,12.6,4,phone
2025-02-07,South,C228598,defective_item,0.2360599927474313,12.7,2,twitter
2025-02-07,West,C627482,other,0.21091848148285292,15.8,4,twitter
2025-02-07,West,C482495,delivery_delay,0.2716478149509376,10.8,4,phone
2025-02-07,West,C720718,size_issue,0.28817859513507643,2.5,3,phone
2025-02-07,West,C348064,delivery_delay,0.34274990123154814,9.8,5,phone
2025-02-07,West,C422019,delivery_delay,0.2636480538484899,2.8,4,chat
2025-02-07,West,C262776,refund_status,-0.19076843500999907,11.3,5,email
2025-02-07,West,C178334,size_issue,0.35633493512787556,2.3,2,email
2025-02-07,West,C758372,delivery_delay,0.11270284323643148,7.5,4,phone
2025-02-07,West,C346073,other,0.04975903885013164,13.4,4,email
2025-02-07,West,C658724,size_issue,-0.9440371336743743,5.3,3,email
2025-02-08,Northeast,C150291,delivery_delay,0.34673007748445955,7.4,4,twitter
2025-02-08,Northeast,C412573,refund_status,0.4179274818736521,8.3,3,twitter
2025-02-08,Northeast,C664650,delivery_delay,-0.1368386921285503,16.9,3,phone
2025-02-08,Northeast,C336110,delivery_delay,-0.088034627565265,11.2,5,email
2025-02-08,Northeast,C354125,delivery_delay,0.28119294279653356,20.5,3,email
2025-02-08,Northeast,C637285,defective_item,0.20145116834213972,8.6,4,twitter
2025-02-08,Northeast,C754312,refund_status,-0.10569957906773517,18.4,3,chat
2025-02-08,Midwest,C693786,delivery_delay,0.2919337836567565,16.0,4,phone
2025-02-08,Midwest,C796320,other,0.9199815913628401,7.3,5,twitter
2025-02-08,Midwest,C229379,delivery_delay,-0.029989734311540367,13.0,2,email
2025-02-08,Midwest,C907492,refund_status,-0.3755923691188947,18.0,3,phone
2025-02-08,Midwest,C155501,size_issue,0.3161698243154989,9.4,3,phone
2025-02-08,Midwest,C649231,size_issue,0.5660365926180967,17.1,4,twitter
2025-02-08,Midwest,C160374,defective_item,0.3946303022739385,15.0,3,phone
2025-02-08,Midwest,C858869,other,0.20280896402965168,16.1,4,twitter
2025-02-08,Midwest,C936875,size_issue,0.026355344559783903,13.4,3,phone
2025-02-08,South,C462613,delivery_delay,0.23850710472241574,15.5,4,email
2025-02-08,South,C583136,defective_item,0.25223674252096795,11.1,5,chat
2025-02-08,South,C136566,delivery_delay,0.32366399282062397,16.2,3,phone
2025-02-08,South,C264317,delivery_delay,0.058342547420527524,1.0,3,email
2025-02-08,South,C667409,size_issue,-0.08356350487945219,19.5,4,phone
2025-02-08,West,C818577,delivery_delay,0.36463342512302116,18.1,4,twitter
2025-02-08,West,C407943,delivery_delay,0.3361182988225288,22.2,3,twitter
2025-02-08,West,C188412,refund_status,-0.4297130165605968,3.5,3,twitter
2025-02-08,West,C701937,delivery_delay,0.16962915984766283,14.2,4,phone
2025-02-09,Northeast,C789241,defective_item,-0.23771917277347732,19.6,3,phone
2025-02-09,Northeast,C572287,delivery_delay,0.19214916518363923,1.4,3,email
2025-02-09,Northeast,C599431,delivery_delay,0.3093156807586418,6.9,3,twitter
2025-02-09,Northeast,C170176,defective_item,-0.00021444431310165685,5.4,2,email
2025-02-09,Northeast,C225427,delivery_delay,0.03149538618530718,16.1,3,email
2025-02-09,Northeast,C464488,delivery_delay,-0.013680481807926761,12.7,4,chat
2025-02-09,Northeast,C554620,delivery_delay,-0.5878279948400187,7.2,3,phone
2025-02-09,Northeast,C486361,other,0.18737707907823167,8.4,2,email
2025-02-09,Northeast,C192513,delivery_delay,-0.061017605831693036,17.8,4,email
2025-02-09,Northeast,C236631,delivery_delay,-0.29929615564993073,9.9,2,twitter
2025-02-09,Midwest,C882653,delivery_delay,0.6402881976494409,11.4,4,chat
2025-02-09,Midwest,C756110,other,0.5994719060287569,8.8,4,phone
2025-02-09,Midwest,C874440,size_issue,0.24113707977594026,6.4,3,phone
2025-02-09,Midwest,C130797,delivery_delay,-0.1483320402086191,6.8,3,phone
2025-02-09,Midwest,C926215,refund_status,0.28921480278701284,7.0,4,email
2025-02-09,Midwest,C834229,delivery_delay,0.23682729877001896,2.0,3,phone
2025-02-09,South,C909661,delivery_delay,0.3588781663381577,7.7,3,email
2025-02-09,South,C837184,refund_status,0.39538631698462334,14.0,5,email
2025-02-09,West,C911883,size_issue,0.21660845494821976,9.0,3,phone
2025-02-09,West,C841112,delivery_delay,0.26679892666999516,13.0,4,email
2025-02-09,West,C259942,refund_status,0.014833899879490464,5.4,4,chat
2025-02-09,West,C244848,size_issue,0.4133226808896698,5.4,4,email
2025-02-09,West,C328745,other,0.19673623815396385,11.9,3,chat
2025-02-09,West,C606575,other,0.23178677475251444,14.4,4,chat
2025-02-09,West,C961026,size_issue,-0.3954887176177284,0.5,3,phone
2025-02-09,West,C344457,delivery_delay,-0.4526479061577797,13.3,3,twitter
2025-02-10,Northeast,C788183,size_issue,-0.2194050199685887,14.8,2,chat
2025-02-10,Northeast,C448435,refund_status,-0.5662270149317055,10.7,2,phone
2025-02-10,Northeast,C968791,size_issue,-0.3667895876000869,12.6,3,phone
2025-02-10,Northeast,C737770,size_issue,0.6556695579190246,9.0,3,email
2025-02-10,Northeast,C677974,delivery_delay,-0.2169935087702889,9.0,2,chat
2025-02-10,Midwest,C167654,size_issue,0.1176387108088403,2.8,5,email
2025-02-10,Midwest,C924095,other,-0.08989542042747525,7.8,4,email
2025-02-10,Midwest,C755780,delivery_delay,-0.2683368427086792,16.1,2,phone
2025-02-10,Midwest,C152979,delivery_delay,-0.24665386726512423,13.2,3,email
2025-02-10,Midwest,C521306,delivery_delay,-0.04448597818886677,16.9,1,email
2025-02-10,Midwest,C977826,delivery_delay,-0.5579263357532264,4.2,4,twitter
2025-02-10,South,C957694,other,-0.4357896327176467,14.4,2,phone
2025-02-10,South,C780645,delivery_delay,-0.2070003554184144,1.1,3,email
2025-02-10,South,C799951,defective_item,0.16500720719732492,3.4,4,chat
2025-02-10,South,C943422,size_issue,-0.33617301435871944,5.4,2,twitter
2025-02-10,South,C688351,defective_item,0.04895686440110447,7.6,3,chat
2025-02-10,South,C324647,defective_item,-0.6472523790883145,7.3,3,phone
2025-02-10,South,C212525,other,-0.7876484034662367,18.2,1,chat
2025-02-10,South,C516019,size_issue,-0.9329116774734851,12.7,2,email
2025-02-10,South,C897927,defective_item,-0.3869404547224822,17.2,3,phone
2025-02-10,South,C670625,other,0.23956031600954225,10.2,2,phone
2025-02-10,West,C552255,size_issue,0.212879112195856,17.0,3,chat
2025-02-10,West,C302395,size_issue,-0.5660296940412319,7.6,4,chat
2025-02-10,West,C895051,delivery_delay,-0.41894742802276863,14.6,1,twitter
2025-02-10,West,C547197,defective_item,0.2116015031124567,3.9,2,chat
2025-02-10,West,C821209,delivery_delay,-0.25465274327945664,12.8,3,phone
2025-02-10,West,C921433,other,-0.27361655239860183,5.7,2,phone
2025-02-10,West,C540855,defective_item,0.16948381350016808,9.4,4,phone
2025-02-10,West,C886616,size_issue,-0.733773010825865,5.3,4,email
2025-02-10,West,C604021,delivery_delay,-0.4091771508457519,12.4,3,phone
2025-02-11,Northeast,C268262,size_issue,0.12686841022800477,14.2,5,phone
2025-02-11,Northeast,C604784,refund_status,0.38827873242169175,15.2,4,twitter
2025-02-11,Northeast,C191858,defective_item,0.5678499096379925,6.2,3,email
2025-02-11,Midwest,C596358,other,0.160020592594854,7.1,3,twitter
2025-02-11,Midwest,C579123,delivery_delay,-0.06592605324414524,7.9,4,chat
2025-02-11,Midwest,C196621,refund_status,-0.07516960039262005,17.7,4,email
2025-02-11,Midwest,C756255,delivery_delay,0.1537084810102774,7.9,5,phone
2025-02-11,Midwest,C411577,size_issue,0.5337190566647405,14.1,4,email
2025-02-11,Midwest,C235161,size_issue,0.15685439780523208,13.7,3,twitter
2025-02-11,Midwest,C375061,delivery_delay,0.3755902284423272,16.7,3,chat
2025-02-11,Midwest,C745594,defective_item,-0.15767598563395452,8.6,3,phone
2025-02-11,Midwest,C729512,delivery_delay,-0.027493918824234964,2.1,3,twitter
2025-02-11,South,C162385,size_issue,0.27884229771356667,4.4,3,phone
2025-02-11,South,C582190,size_issue,-0.23184607152837064,11.8,3,twitter
2025-02-11,South,C306182,size_issue,0.13410493404782114,6.0,3,twitter
2025-02-11,South,C686185,size_issue,0.5276941721474241,6.4,4,chat
2025-02-11,South,C739747,refund_status,0.22729241347760654,14.7,5,email
2025-02-11,South,C376872,defective_item,0.009778975320218312,9.6,4,twitter
2025-02-11,South,C225061,delivery_delay,-0.039597038867446366,11.7,2,phone
2025-02-11,South,C342696,refund_status,0.1154296549132452,12.3,5,email
2025-02-11,South,C276502,delivery_delay,0.6623368638890712,8.1,3,twitter
2025-02-11,South,C357547,delivery_delay,0.15390797663279757,12.9,3,phone
2025-02-11,South,C261644,defective_item,-0.21051755365191424,12.8,3,twitter
2025-02-11,West,C787508,other,-0.3100706009468539,17.8,2,chat
2025-02-11,West,C562719,refund_status,-0.00491884721754321,14.6,2,phone
2025-02-11,West,C591784,defective_item,0.1033686833908973,11.1,3,chat
2025-02-11,West,C265585,size_issue,-0.13699296806073527,8.5,2,chat
2025-02-11,West,C567351,defective_item,-0.201611645229436,13.1,3,twitter
2025-02-11,West,C801835,size_issue,-0.03617515643408761,2.2,3,chat
2025-02-11,West,C442582,defective_item,0.2622693437782894,8.7,2,email
2025-02-11,West,C304570,defective_item,-0.155326351973168,9.2,4,twitter
2025-02-11,West,C141588,size_issue,-0.025455713983122658,0.5,3,twitter
2025-02-11,West,C396356,delivery_delay,0.184380567447238,8.6,4,twitter
2025-02-11,West,C343330,delivery_delay,-0.4901405574994384,7.4,4,twitter
2025-02-11,West,C303212,defective_item,0.014495767251864453,13.5,3,twitter
2025-02-11,West,C458200,refund_status,-0.04903897914537486,9.8,3,email
2025-02-11,West,C925616,delivery_delay,-0.4178695517364269,17.9,5,chat
2025-02-12,Northeast,C559411,size_issue,0.5550529727666145,8.9,4,phone
2025-02-12,Northeast,C595712,delivery_delay,0.3843095304363503,18.7,4,email
2025-02-12,Northeast,C104740,size_issue,-0.17851146774477902,3.6,4,email
2025-02-12,Northeast,C925699,delivery_delay,0.03914636042222716,9.6,4,phone
2025-02-12,Northeast,C524797,defective_item,0.22523358061876173,10.5,4,phone
2025-02-12,Northeast,C180989,defective_item,0.39851057847353377,3.4,4,twitter
2025-02-12,Northeast,C795818,size_issue,-0.26439946543496373,16.6,3,phone
2025-02-12,Northeast,C590398,defective_item,0.4346219129457337,11.8,5,twitter
2025-02-12,Northeast,C301085,size_issue,-0.45874053265780124,4.4,4,chat
2025-02-12,Northeast,C675561,delivery_delay,0.013522533541975329,12.3,2,phone
2025-02-12,Northeast,C852662,refund_status,0.3128052717657692,7.6,2,chat
2025-02-12,Midwest,C896700,refund_status,0.16091495312364576,11.7,4,twitter
2025-02-12,Midwest,C901367,delivery_delay,0.626655909579045,12.3,5,email
2025-02-12,Midwest,C365807,size_issue,0.2893011027270159,5.5,4,email
2025-02-12,Midwest,C313454,refund_status,0.2262216299101747,15.6,3,chat
2025-02-12,Midwest,C777230,other,0.23325935969690273,16.1,4,chat
2025-02-12,Midwest,C479971,other,-0.14147588499336392,9.9,3,twitter
2025-02-12,South,C120051,refund_status,0.8684382621509008,2.9,4,twitter
2025-02-12,South,C173585,size_issue,-0.11449981066920878,10.1,4,twitter
2025-02-12,West,C404396,delivery_delay,-0.13484243809227156,15.1,3,email
2025-02-12,West,C658791,other,-0.6823718432432425,7.4,2,twitter
2025-02-12,West,C440011,size_issue,1.0,12.5,5,phone
2025-02-12,West,C981704,defective_item,0.23617298663637315,19.0,3,twitter
2025-02-12,West,C384110,size_issue,-0.45157265498050014,6.7,4,email
2025-02-12,West,C171418,delivery_delay,-0.04221417936645043,10.2,3,phone
2025-02-12,West,C937363,refund_status,0.1272147845662266,3.7,2,chat
2025-02-13,Northeast,C162668,size_issue,-0.17406311964566296,6.8,4,email
2025-02-13,Northeast,C934389,delivery_delay,-0.17962539623647333,11.1,5,chat
2025-02-13,Northeast,C577757,defective_item,-0.029774241961379067,15.6,3,twitter
2025-02-13,Northeast,C842726,delivery_delay,-0.32542773626629884,10.5,2,twitter
2025-02-13,Northeast,C902265,delivery_delay,0.3506082531335418,15.0,3,email
2025-02-13,Northeast,C408164,delivery_delay,0.09092319260062462,11.6,4,chat
2025-02-13,Northeast,C397877,size_issue,0.12707091493481798,11.3,3,chat
2025-02-13,Northeast,C345228,delivery_delay,0.3141556221213757,11.8,4,phone
2025-02-13,Northeast,C638940,size_issue,-0.023726217974581257,4.7,3,twitter
2025-02-13,Midwest,C592732,size_issue,-0.014649818519802377,16.8,2,email
2025-02-13,Midwest,C344406,delivery_delay,0.8996686084583643,8.7,5,chat
2025-02-13,Midwest,C424768,delivery_delay,0.4950917078973699,13.2,2,twitter
2025-02-13,Midwest,C723709,size_issue,-0.06772982002977243,11.2,4,email
2025-02-13,Midwest,C540794,refund_status,-0.08784881136062034,8.8,2,email
2025-02-13,Midwest,C242333,delivery_delay,-0.3744045988943372,10.5,3,email
2025-02-13,Midwest,C243986,size_issue,0.8180747609101054,16.7,2,email
2025-02-13,Midwest,C346115,defective_item,0.12647206350098142,7.2,3,twitter
2025-02-13,Midwest,C234563,other,0.0007860600236392623,6.8,3,email
2025-02-13,Midwest,C838660,defective_item,-0.22286234818152004,10.1,3,twitter
2025-02-13,Midwest,C299876,other,0.33588250051179747,3.1,3,phone
2025-02-13,Midwest,C322750,refund_status,0.32551964122236154,7.6,3,phone
2025-02-13,Midwest,C518410,size_issue,-0.24064677929726655,10.1,4,twitter
2025-02-13,Midwest,C535234,defective_item,0.38782817697153543,5.8,4,email
2025-02-13,South,C141193,delivery_delay,-0.3544894022537858,14.3,2,email
2025-02-13,South,C626730,delivery_delay,0.023916189162071295,13.0,3,twitter
2025-02-13,South,C729229,size_issue,0.36229191326811594,6.9,4,chat
2025-02-13,South,C822826,delivery_delay,0.12430892506665223,9.6,3,twitter
2025-02-13,South,C313807,size_issue,-0.34895370255124236,14.2,4,phone
2025-02-13,South,C772966,size_issue,0.7864228398801848,16.4,3,phone
2025-02-13,South,C105353,delivery_delay,-0.21681719662452206,12.2,2,email
2025-02-13,South,C333976,defective_item,0.12055700308732743,5.9,2,email
2025-02-13,South,C294965,size_issue,-0.1069940038266766,9.5,3,phone
2025-02-13,West,C430955,defective_item,-0.13918918770610517,10.0,5,chat
2025-02-13,West,C350918,size_issue,0.08713295531046489,12.1,4,chat
2025-02-13,West,C948440,delivery_delay,0.5349891121185686,15.5,4,email
2025-02-13,West,C181697,defective_item,0.0853263652847639,14.6,3,email
2025-02-13,West,C864625,size_issue,-0.4284738153311611,8.2,3,chat
2025-02-13,West,C304853,refund_status,-0.04229062454665966,8.3,4,chat
2025-02-13,West,C931030,delivery_delay,0.040949172749099094,11.0,3,chat
